source,target
"Kalangangan kina wawa, caay kamenek.",這孩子不安靜令人煩。
Papiondokayen ko mato'asay a papiyatayat to tireng.,讓老人家參加運動會來伸展身體。
O malatoloay to kinian.,這個已經分成三個。
Mapasilosi ko koror no fafoy.,豬的背後有做記號。
Malakamoko'ay ko panco no miso.,你的內褲變短了。
Arayen ko singsi no miso.,去向你的老師道謝。
O kaciherangan no mako kiso a mikihatiya i tamiyanan a matayal.,你跟我們一起工作讓我感到很安心(踏實)。
Cinasoay ko tafo no mako a talapicodadan.,我去學校的便當有茄子。
Masaromi'ad ko pitenged no mako anini.,我一整天都在發呆。
Pafasiyaw ko wawa.,孩子放風箏。
Malatosa a mapecih koya epang.,那塊麵包被剝成兩半。
Papito'oren ko wawa iso i takowanan a talalotok midongic.,讓你的孩子跟隨我上山去採藤心。
Papicipohen kora kay^ing no mita!,請我們的小姐化妝！
Awa ko sinang nonini a po'ot.,這把刀已不利了。
Alaen kona macadokay to a capox!,請搬走這些被鏟起的秧苗！
Hacowa a eminen ko rarakaten?,何時才能走完呢？
Ngiyangi han no niyam a mitefad ko kamaya.,我們用搖的使紅毛杮掉下來。
Tarakaw ko ngoso' nira.,他的鼻子很挺。
O kacelakan no hana i matini.,現在是開花的季節。
"Ano laliwen iso kira wawa, o tilo' nira a mito'or i tisowanan.","如果你要離開那孩子,他就會因追你而跌倒。"
Sasienaw saan ko romi'ad i Alisan to kasienawan.,冬天在阿里山感覺很冷。
Awaay ko yofin i niyaro' niyam.,我們部落沒有郵差。
Cietan ko misawaniay a payrang i pasaetip.,西部飼養鱷魚的漢人很賺錢。
Pa'aceren no ripon i 'ayaw i takaraway a lotok.,以前日本人在高山上構築水壩。
Mipatala kami to kakaenen no lafang.,我們在準備招待客人的食物。
Ma'arawraw ko folad i pisakaro'an.,中秋時分月亮圓滿。
Cacay eli' ko payso.,錢是一百。
O mali konian.,這是球。
Micekel to tangal kami a mimomok to pongkang.,過山洞時我們每一個人都低頭。
Micawor ci faki to 'afo sapadamek nira to panay.,舅舅攪拌肥料施水稻肥。
Caay  ka eca cikocosita ano cikoco.,穿鞋子一定要穿襪子。
Makemot nira kako.,我被他愚弄。
Maco^co a mapatalamoco' kora wawa.,那個小孩被擠到牆邊去。
Makapahay ko cora' i tangal no limecedan a wawa.,那個戴在少女的頭上的花冠很漂亮。
Pataloc to ko pi'onipan to capox niyam.,我們插秧的時期已過遲了。
O da'ci ko sapatiyam ni faki ako.,叔叔的商品是箭竹筍。
Palonok han no singsi kami a miconga.,老師任由我們自由發揮地畫畫。
Yamayam san kora lamal no lotok.,那火燒山的火烈火熊熊。
Mainain kora maso^soay a romakat.,那個胖子走路一瘸一拐地。
Ci Kacaw ko sarikoray a midodadoc to hemay.,Kacaw是最後一個把飯一口氣吃完的人。
Likot san ci ina i toro' no 'orad.,媽媽用雨水洗頭。
Awaay ko epoc no 'orip no ma'odangay a tamdaw.,犯通姦罪的人的生活沒有好下場。
"Awaay to ko piyang, nawhan alakahokahot saan ko wawa a miala.",没有糖了，因為小朋友個個都一把抓糖來拿。
O maan ko kaolahan no miso?,你喜歡什麼呢?
O paciwciwan kiraan a polol.,那個籠子是放置小雞的。
Misakolang ca Mayaw i kasienawan.,Mayaw他們冬天種植芥菜
O sapi'adetom niyam kiraan a rarar.,那小鋤頭是我們用來挖莎草的。
O dadaya ko kalisafonan no kasaselal.,年齡階級在晚上聚會。
"Kangdaw ko tatirengan no kangdaway, saka caay kahapinang ita ano caay ka tatefin caira i kilang.",青竹絲很綠，所以牠們在樹上靜止不動時我們很難注意到。
O ma'acisay kira nipalomaan no mako a tomato.,我種的蕃茄枯萎了。
O sapadofot nira to kaimahan nira a kapah konini.,這是她贈送給愛人的情人袋。
Mafiwfiw no fali ko hata.,旗幟被風吹得飄揚起來。
Mafana' kiso a mitikelo to fangcalay ato tatiihay han?,你會分辨好與壞嗎？
Layapen ko sapakaolah no mako.,請接受我的贈禮！
O maan ko kolit no foday nira?,他衣服是什麼顏色？
O fi'ik ko adada nira.,他得甲狀腺腫。
Midenga ko 'engid no fala' a adada.,肺結核病會傳染。
Fafaloen ko paliw anini.,今天要八個工作夥伴。
Macacayat ko malikakaay to kafafang a mafoti'.,兄弟共蓋一條棉被睡覺。
Cisilosiay kira kilang i lakelal.,河床的木頭是有記號的。
O misa'afelay ko tayal no to'as niyam i 'ayaw.,從前我們的祖先是從事製造木炭業者。
Pakacinamalay caira a talaTaypak.,他們搭火車去台北。
Aka kaapac a talapicodadan!,上學不可遲到！
Minanowang to fafisonan no wawa.,去搖動孩子的搖籃。
"Tado o lalok nira wawa a micodad, 'araw han i, papipakaenen no mato'asay to kolong kira wawa.",真可惜，那個孩子這麼認真讀書，結果大人叫那孩子去放牛。
Fetas han ko kaliwates masadak ko fena'.,刺破疔瘡膿就出來了。
O fonos ko sapaamid ni mama to kaka.,爸爸贈給哥哥的禮物是一把番刀。
Caay kafilo ako cira a somowal.,我說不過他。
Ketonen kira kilang a malokasoy.,切段木頭當柴燒。
O lalengawan no Pangcah ci Sera aci Nakaw saan ko sowal no mato'asay.,老人家說色拉和拿高是阿美族的始祖。
Pawacoen ko 'adawang no loma!,在門口置狗看守！
Lalimaay ko widang ako.,我有五個朋友。
O pi'adapawan no 'ada kira sacomod nora lotok.,那座山的入口是敵人埋伏的地方。
Mitana' ci mama ako.,我的爸爸採刺蔥。
Misaecaw ko pilomaloma'.,每一戶都在釀酒。
Pakalawac a romakat.,靠邊走路。
Kapapadang kamo.,你們要互相幫助。
Tayra kako i icifa a mi'aca to dateng.,我要去市場買菜。
Awaay ko lawad no mako a minengneng to kacedo.,我没有時間看電影。
Cekem san ko adada no tosor ako.,我的膝蓋一陣陣刺痛。
Aka tawalen ko likisi no to'as.,不要忘記祖先的歷史。
Adihay ko masay i rakerakesan.,樟樹林長滿了蔓藤。
Patalawen kira waco.,嚇一下那隻狗。
Aya! masapelaw aca nira koya foting!,哎呀！那隻魚從他手上逃走了，真可惜哦！
Mipacaengar ci ina to mahod misahakhak.,媽媽用蒸桶煮糯米飯。
Tikeloen kora rihom ato fata'an!,請將那紅豆和黃豆分開來。
Narikoran no faliyos matomes ko sota' i lalan.,颱風之後馬路填滿了污泥。
Macacak ni mama ko dadiwal.,爸爸將水蟋蟀煮了。
Mililocay kako.,我正在洗澡。
Misamsam ko kapot takowan.,同學欺負我。
Taniay ko militadahay i pitiposan.,要債的在割稻時會來。
Fison han nira ko fafison matefad aca koya wawa.,她一搖動搖籃孩子就掉下來。
Ifangat sa ko romi'ad anini.,今天天氣真悶熱。
Elik hananay ko panay itiya ho.,從前是用腳板摩擦稻子脫殼的。
O faco no loma' ko mirenafan.,所畫的是家的形狀。
Mapi'iw ko rakat nira.,他蹣跚地走路。
"Ko^sitay kona titi, caay pakafilo kona wadis ako.",這塊肉很硬，我的牙齒咬不動。
O ciwikolay to nawa kina fasiyaw.,這個風箏有草繩尾巴。
"O 'adepetay kora mato'asay, caay kakahi palada' to pawli.",那位老人家很吝嗇，不肯分享香蕉。
Kaeso' ko 'adi no nikelingan a 'emo.,用炒的年榚鍋巴很好吃。
Pacofcof han ni Toray ko widang nira to epah.,Toray強灌酒給他的朋友。
O maan ko ”matang” saan a milicay ko wawa ako a somowal.,我的孩子問我什麼叫做未開墾地。
Mikilim ci fayi ako to sapaloma to kalitang.,我的祖母在找長豆的種子。
So'elinay caay kahemhem ko roray no malasofitay.,阿兵哥的苦真的很難忍受。
Kasarorok no tamdaw ko pi'arawan to likisi no to'as.,祖先的歷史可以從形成世代來看見。
O tadakasini'adaan ko pakoyocay a loma'.,窮人家實在令人感到可憐。
Halipakangic ko mipaypayay a tamdaw to sariri no efiyo.,拜拜的人喜歡在廟的柱子上裝飾龍。
O rihaw to ako i rikor no lalisan.,感冒之後我聲音就嘶啞。
Raraya' ko kanoos ni kaka.,姐姐的指甲很長。
Singsiaw o kakangodoan niyam kiso.,老師啊！您是我們最敬愛的人。
O pakahengangay to nanom koni.,這個會使水染紅。
O 'opic no ngalay kira masanekay.,那是口水弄溼的味道。
Mafecolay to kami maemin.,我們全都吃飽了。
O mi'adipelay ci akong no mako i matini.,我的阿公正在做圍牆。
Pa'adifaten no tawo to kilang i karomakatan niyam a talalotok.,別人用木頭為障礙物阻擋我們上山的路。
O fiyaw no mako ciira.,他是我的鄰居。
Mingingoy kako i tarawadaw.,我在河裡洗澡。
O ma'efecay ko nafaloco'an no niyaro' no mita.,我們部落想要的被阻止
Paka'afesen no matayalay a mitodoh to 'awol ta mipacakay i patiyamay.,工作人員將竹子燒得堅硬後在店裡販賣。
Hakelong sato kako ca ciiraan.,我就跟他們去了。
Pasadaken ko nicacakan a sakalafi i matini.,現在將煮好的晚餐端出。
Mangta' ho kira nicacakan no miso a hemay.,你煮的米飯還是生的。
O es^es ko sakafana' ako to tahaloma' ni mama.,我是以口哨聲知道爸爸到逹家裡。
Cifaco to no waco.,有狗的形狀。
Komimit han no mako kira caiyay pitengil a wawa.,我擰捏了那個不聽話的孩子。
Sasiwaen ko tamdaw.,要九個人。
Ca Panay kora pikadafoan ni Mayaw.,Mayaw入贅的是Panay她們家。
Lacinowas sato caira a maramod tona macacoli.,他們夫婦爭吵後就分開了。
Hinapataloc ci Panay.,巴奈經常遲到。
Malafo'is ci ina no mako i kakarayan.,我的媽媽在天上變成星星。
Mi'adidemay kako i palapalaan.,我在田野採桑椹。
PasaKalingko ko 'ingay no rakat naira.,他們行進的方向是花蓮。
Pako'icawen ko lali'elan no riko' ako a misanga'!,請將我衣服的領子做硬挺點！
Caay katayni caira alatek.,也許他們不會來了。
Caay ka kapah a macacolicoli ko malafiyaway.,鄰居互相吵架是不好的。
Niditekan no Kawas ko 'orip ita.,我們的生命是神註定的。
Citolas ko fana' no mita.,我們的知識有限。
Mihakelong kako cairaan a misalama.,我跟他們一起玩耍。
Citatodong ko mama no kakaph a mikonling to kapah no niyaro'.,青年階級的
Patodongen ni akong kako to no mako kilac.,阿公有配我的份給我。
Maroray ci ina a matayal.,媽媽工作很辛苦。
O maan hakini ko cacinglawen to tatiih no tao?,別人的壞事有什麼好說的呢？
Paco'isen a pateli ko katopih a mi'icang.,讓瓶子倒著放來曬乾。
Corok saan kita a misakoli.,我們輪流賺錢。
Pakocoen ko safa!,幫妹妹穿上鞋子。
O letep no mihecan ko sakacani'iw no mata no mato'asay.,老人家
Parara'en ko kafi a micacak.,煮湯要放點紅豆。
Karahekeran no finawlan kiso a malakiing.,你當選議員是眾望所歸。
Ocong ko 'adeteng no facidol a kilang.,麵包樹有很多樹汁。
O maan ko cacahoken to makerahay a tefon?,乾涸的水井有什麼水可舀取？
Tada o pacalemcemay ko demak no miso.,你的行為使人擔憂。
Halies^es ko mama ako.,我的爸爸很愛吹口哨。
Camol hato no mita a mikapot a makero.,我們就加入一起跳舞。
Sakangdaw saan ko pising no tomok ano matelii.,那頭目生氣時臉好綠。
I sakalima liyad ko aasipen no mita anini.,我們今天要讀的是第五課課文。
Miparakar ci mama i 'alo.,爸爸在河谷下魚籠陷阱。
Mipamatang a misadadahal to omah ko akong i tiya ho.,很久以前阿公開墾擴
Malolod kako tora tatiihay a demak.,我被捲進那件壞事。
Pakappaen ni mama ko tosiya nira.,爸爸披上防雨布在他的車子。
Tadafangcal a nengnengen kora coka.,那幅畫看起來真美。
"Momi'ay no ina ciira, orasaka olatek sa ko pinangan nira.",他被母親寵壞了，所以他做事很過份。
Malalolalok ko wawa nora manikaway.,那貧窮人家的小孩個個都很勤勞。
Falahen ko ci'akawayay a sina'osal.,帶莖的刺筧就丟掉。
Nima a loma' kira cifadahongay to kahengangay?,那屋頂有紅色的是誰的房子？
Padaydamen ko kafi no foting.,魚湯放點辣椒。
Mikicayay to 'orip ko kadofahay a tamdaw.,富有者是節儉的。
Latek cai kafaliyos tinamihecaan.,也許今天不會有颱風。
Kangodoan kamo to nikaapac no mako.,我因為遲到對你們很抱歉。
O patangkoyan no niyam kinian.,這裡是我們放冬瓜的地方。
Cofay saan kami nanipala.,我們從田裡折返回來。
Malakowit nira ko lotok.,他越過一座山。
Pakaferen cira to papah no pawli.,給他穿上香蕉葉的褲子。
Masari'edoc ko faloco' nira a mamalasi ano ta'angay cira.,她一心一意長大要當老師。
Malaaped ko faloco' ako.,我心灰意冷。
Ecer sa ko isi' ni Ngayaw to dafak.,早晨Ngayaw的尿如水
I Satefo ko cepo' no kicon no Posko.,玉里的水圳末端是下德武。
Padadingoen i tatihi no paenan no mita.,我們的門旁邊要安裝玻璃。
Ci'o'ol ko rengorengosan to dafak.,清晨草叢有露水。
Pakaikor a mito'or to kolong ko wawa.,小孩從後面追牛。
Miyatayat to tireng kako.,我活動筋骨。
Karakimaday a tamdaw ci Namoh.,那摩好很會說故事。
Mihamham ci ina to lafang.,媽媽招待客人。
Cima ko mipacekay to 'anengan no mako?,是誰釘了我的椅子？
Mapolong a o marahiday ko wirok no mita tinana a mihecaan.,我們全部栽種的文旦今年比預期的還要更多。
faliyos a loma.,部落的青年一起將颱風吹倒的住屋合力扶正。
Leneng sato ko paliding no mako i lakelal.,我的車子在河邊快沉沒了。
Haloakoen a pakilac to titi!,請也分給我肉食吧！
Cipatelaw ko halifekacay a tamdaw.,會跑步的人很有肌肉。
Kimolmolay ko pising ni ina.,媽媽的臉圓圓的。
Pacepo'en ko kayki no mita anini.,請下今天會議的結論。
O edong ni mama.,爸爸的手套。
Fangcal a nengnengen ko piyok nora kaying.,那小姐的舞姿很好看。
O cokis no loma niyam kiraan.,那是我們覆蓋茅草屋頂的支架。
Aka patelas a mikonis to patih!,不亂劃牆壁！
Nanay lahedaw to ko lafo nira.,但願他的厄運能消除。
Adihay ko fihon nora kay^ing.,那小姐有很多化妝品。
Mafana' mitenoon ci Panay.,巴奈很會織布。
Kako ho ko micalcalay to kasoy i saikoran.,讓我來在後院劈木頭。
Milihacol ko pahoting to dafadafak.,養牛者每天早上擠牛奶。
Micikcik to tamana ci ama malosapakaen nira to howak.,阿嬤切高麗菜要給鴨子吃的。
Karaekong ko fangas a kilang.,苦煉樹上很多貓頭鷹。
Cikawas kina lotok.,這個山有鬼。
Mahatefo ko hikoki i pahikokian.,飛機在飛機場降落。
Alapacaliw han no mita to felac ciira.,我們就分別借米給他。
Ocong I kitasi ko kasi no wawa.,抽屉裡有很多孩子的糖果。
Repon hato no mita kira cacodaden.,我們就把功課完成。
Mica'it kako to hawan i hecek.,我把刀掛在柱子上。
Pakalilid kora tatosaay wawa to karetengay a 'anengan.,那兩個小孩抬得起重的椅子。
Aanini a paka'araw kako to tadapising no miso.,今天我才真正看到您的真面目。
Tadafangcal a nengnengen ko lodi' no kakarayan.,天空上的晚霞看起來真美
Calohen ko tayal a miherek.,趕緊將工作完成。
"Makali'elay ko ama ako, saka ci Kali'el ko cimil nira.",奶奶的脖子很長，所以她的綽號叫做Kali'el。
O mifakongay ci Ina no mako a mipaloma i kasa'aed no loma'.,媽媽去採螫蟹花種在家與家的中間。
Sikomu ko kamay nira.,他手上有橡皮筋。
Koheting ko para' no sioy.,鍋子的底部是黑的。
Nipacakilan a maemin ko lalan i tonotono'an.,陗壁上的路幾乎都是被開鑿的險陡小徑。
Mafatad ko pinanam.,學習到一半。
Milimek kako tora tamdaw.,我要避開那個人。
Sisit han nira wawa ko ngoset no safa niara.,那個孩子擦了他弟弟的鼻涕。
O nga'ayay a kamok ko ninengnengan no wawa haw?,我們小孩看的節目是好的嗎？
Macoracor no mako ko wawa ako a miseking to fa^elohay a katayalan.,我已催促我的孩子去考新的工作。
Nga'ayay sasirawen ko tangal no foting?,魚頭可以醃漬嗎？
O ropay to no pi'onipan.,插秧的田地很平坦了。
Sakaota'an saan kako.,我很想吐。
Awaay ko co'ay nira wawa to tao.,那個孩子沒有報復別人。
Kalona han nora ta'angayay a waco kora mimingay a waco.,那隻大的狗逗樂那隻小的狗。
Patalokanen kira mamasofoc to a 'ayam.,請為那個將要生蛋的雞蓋雞舍。
Malahedaw to ko roray no faloco' ako.,我心裡的重擔消失了。
Karakosiw ko tosiya ni mama.,爸爸的車子很常常故障。
Adihay ko nisopedan nira a payso.,她節了不少錢。
Mafana mikorkor to kadikoan ko waco i lotok.,狗在山上很會挖掘巢穴。
Parihien kira dadahalay a facal.,在寬廣的方塊田地做田埂。
Maolah ko kolong a mironang i henohenotan.,牛喜歡在泥沼地打滾。
Mihengaday kini wawa a mikolay to kilang.,這孩子撥開樹木捉甲蟲。
"Pakacakil no tono' ko rakat ita, ta tahenay a tangasa i katayalan no mita kita.",我們要從峭壁的險陡小徑走，我們才能到達我們的工作場所。
Patomoken kira mamangay a niyaro.,很小的部落也要設置頭目。
Angcohay ko sanek no onsēng.,温泉的味道有尿騷味。
Cingosetay kita a maemin i mamag ho.,我們小時候都有鼻涕。
Ma'awasay nira a miasip ko codad.,他跳頁式地讀書。
Misaliyaliyad ko adada no tiyad ako.,我的肚子一陣一陣的痛。
Pakalonan kako tayra i Fotod.,我搭船去蘭嶼。
Mitekol ko wawa to mali.,小孩投球。
O maan ko pamataan no mita a tayni?,我們來的目的是什麼？
"Koli san kiso, o maan ko sapikoli iso to tatirengan?",你瘦了，你是用什麼瘦身的呢？
